lowercase_lemma,count,type,subtypes,DBpedia_URL,Wikipage,min_relevance,max_relevance,median_relevance,avg_relevance,stdev_relevance,sentiment_labels,min_sentiment_score,max_sentiment_score,median_sentiment_score,avg_sentiment_score,stdev_sentiment_score,min_emotion_sadness,max_emotion_sadness,median_emotion_sadness,avg_emotion_sadness,stdev_emotion_sadness,min_emotion_fear,max_emotion_fear,median_emotion_fear,avg_emotion_fear,stdev_emotion_fear,min_emotion_joy,max_emotion_joy,median_emotion_joy,avg_emotion_joy,stdev_emotion_joy,min_emotion_anger,max_emotion_anger,median_emotion_anger,avg_emotion_anger,stdev_emotion_anger,min_emotion_disgust,max_emotion_disgust,median_emotion_disgust,avg_emotion_disgust,stdev_emotion_disgust
div diversified royalty corp,1,['Company'],['NONE'],['NONE'],['NONE'],0.743206,0.743206,0.743206,0.743206,,['neutral'],0.0,0.0,0.0,0.0,,0.153402,0.153402,0.153402,0.153402,,0.126937,0.126937,0.126937,0.126937,,0.32968600000000003,0.32968600000000003,0.32968600000000003,0.32968600000000003,,0.14898699999999998,0.14898699999999998,0.14898699999999998,0.14898699999999998,,0.082322,0.082322,0.082322,,
diversified industries,1,['Company'],['NONE'],['NONE'],['NONE'],0.200943,0.200943,0.200943,0.200943,,['positive'],0.973325,0.973325,0.973325,0.973325,,0.064829,0.064829,0.064829,0.064829,,0.017043,0.017043,0.017043,0.017043,,0.629826,0.629826,0.629826,0.629826,,0.048752,0.048752,0.048752,0.048752,,0.00615,0.00615,0.00615,,
djibouti,2,['Location'],['City' 'Country'],['http://dbpedia.org/resource/Djibouti_(city)' 'NONE'],['http://en.wikipedia.org/wiki/Djibouti_(city)' 'NONE'],0.5718880000000001,0.932876,0.7523820000000001,0.7523820000000001,0.2552570627269694,['positive' 'negative'],-0.030019999999999998,0.71003,0.340005,0.340005,0.5232943734171045,0.558654,0.558654,0.558654,0.558654,0.0,0.11651199999999999,0.11651199999999999,0.11651199999999999,0.11651199999999999,0.0,0.538596,0.538596,0.538596,0.538596,0.0,0.067023,0.067023,0.067023,0.067023,0.0,0.10455999999999999,0.10455999999999999,0.10455999999999999,,0.0
dodgers,1,['Organization'],"['SportsTeam, ProfessionalSportsTeam']",['http://dbpedia.org/resource/Los_Angeles_Dodgers'],['http://en.wikipedia.org/wiki/Los_Angeles_Dodgers'],0.31134,0.31134,0.31134,0.31134,,['negative'],-0.852669,-0.852669,-0.852669,-0.852669,,0.706829,0.706829,0.706829,0.706829,,0.212402,0.212402,0.212402,0.212402,,0.045154,0.045154,0.045154,0.045154,,0.113647,0.113647,0.113647,0.113647,,0.179372,0.179372,0.179372,,
dominic rob,1,['Person'],['NONE'],['NONE'],['NONE'],0.25495500000000004,0.25495500000000004,0.25495500000000004,0.25495500000000004,,['neutral'],0.0,0.0,0.0,0.0,,0.209119,0.209119,0.209119,0.209119,,0.17814100000000002,0.17814100000000002,0.17814100000000002,0.17814100000000002,,0.2167550000000001,0.2167550000000001,0.2167550000000001,0.2167550000000001,,0.149456,0.149456,0.149456,0.149456,,0.404979,0.404979,0.404979,,
dominican republic,2,['Location'],"['AdministrativeDivision, GovernmentalJurisdiction, BoardMember, Country']",['http://dbpedia.org/resource/Dominican_Republic'],['http://en.wikipedia.org/wiki/Dominican_Republic'],0.26716999999999996,0.652453,0.45981149999999993,0.45981149999999993,0.27243622197589656,['positive' 'neutral'],0.0,0.5179090000000001,0.25895450000000003,0.25895450000000003,0.36621696593754366,0.328085,0.479571,0.403828,0.403828,0.10711677785482535,0.051721,0.227438,0.1395795,0.1395795,0.12425068226975658,0.231781,0.48524700000000004,0.358514,0.358514,0.17922752740022949,0.098353,0.136803,0.117578,0.117578,0.02718825573662276,0.02835,0.03254,0.030445,,0.0029627774131716334
domino,1,['Company'],['NONE'],['NONE'],['NONE'],0.407115,0.407115,0.407115,0.407115,,['neutral'],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
don,2,['Person'],['NONE'],['NONE'],['NONE'],0.258874,0.579046,0.41896,0.41896,0.22639579234605928,['neutral' 'positive'],0.0,0.044282999999999996,0.022141499999999998,0.022141499999999998,0.03131280959128388,0.240161,0.367292,0.3037265,0.3037265,0.08989519219902696,0.022453,0.029393,0.025923,0.025923,0.004907321061434639,0.40031700000000003,0.5178189999999999,0.459068,0.459068,0.08308646100298163,0.052389,0.259004,0.15569650000000002,0.15569650000000002,0.14609886759485854,0.016227000000000002,0.029356999999999998,0.022792,,0.009284312036979365
donald trump,13,['Person'],"['AwardNominee, AwardWinner, Celebrity, CompanyFounder, TVPersonality, TVProducer, FilmActor, TVActor']",['http://dbpedia.org/resource/Donald_Trump'],['http://en.wikipedia.org/wiki/Donald_Trump'],0.188977,0.807551,0.5019680000000001,0.4525604615384615,0.20670698802435916,['positive' 'neutral' 'negative'],-0.565091,0.7748689999999999,0.0,0.04902315384615384,0.4364898952946193,0.118272,0.41443599999999997,0.248809,0.25225876923076923,0.09467198929563225,0.021678,0.557218,0.143591,0.17220846153846153,0.14767236109352316,0.027773000000000003,0.720716,0.26766599999999996,0.29583253846153845,0.20450418608739832,0.035555,0.283493,0.17638,0.1723582307692308,0.08601791031441636,0.014768,0.7681899999999999,0.24051599999999998,,0.21517400820182958
donald tusk,1,['Person'],['Politician'],['http://dbpedia.org/resource/Donald_Tusk'],['http://en.wikipedia.org/wiki/Donald_Tusk'],0.245479,0.245479,0.245479,0.245479,,['neutral'],0.0,0.0,0.0,0.0,,0.144548,0.144548,0.144548,0.144548,,0.087573,0.087573,0.087573,0.087573,,0.185315,0.185315,0.185315,0.185315,,0.090723,0.090723,0.090723,0.090723,,0.077654,0.077654,0.077654,,
dr  rob davis,1,['Person'],['NONE'],['NONE'],['NONE'],0.343596,0.343596,0.343596,0.343596,,['neutral'],0.0,0.0,0.0,0.0,,0.381054,0.381054,0.381054,0.381054,,0.060828,0.060828,0.060828,0.060828,,0.23266900000000001,0.23266900000000001,0.23266900000000001,0.23266900000000001,,0.08669099999999999,0.08669099999999999,0.08669099999999999,0.08669099999999999,,0.11563399999999999,0.11563399999999999,0.11563399999999999,,
dr abdullah mohammed,1,['Person'],['NONE'],['NONE'],['NONE'],0.276563,0.276563,0.276563,0.276563,,['neutral'],0.0,0.0,0.0,0.0,,0.6481640000000001,0.6481640000000001,0.6481640000000001,0.6481640000000001,,0.07521900000000001,0.07521900000000001,0.07521900000000001,0.07521900000000001,,0.19501400000000002,0.19501400000000002,0.19501400000000002,0.19501400000000002,,0.05710800000000001,0.05710800000000001,0.05710800000000001,0.05710800000000001,,0.125844,0.125844,0.125844,,
dr manmohan singh,1,['Person'],"['Politician, FilmCinematographer, FilmDirector']",['http://dbpedia.org/resource/Manmohan_Singh'],['http://en.wikipedia.org/wiki/Manmohan_Singh'],0.177675,0.177675,0.177675,0.177675,,['neutral'],0.0,0.0,0.0,0.0,,0.44111999999999996,0.44111999999999996,0.44111999999999996,0.44111999999999996,,0.063654,0.063654,0.063654,0.063654,,0.100863,0.100863,0.100863,0.100863,,0.028346,0.028346,0.028346,0.028346,,0.039885000000000004,0.039885000000000004,0.039885000000000004,,
dr mumbai,1,['Person'],['NONE'],['NONE'],['NONE'],0.34007600000000004,0.34007600000000004,0.34007600000000004,0.34007600000000004,,['neutral'],0.0,0.0,0.0,0.0,,0.12289800000000001,0.12289800000000001,0.12289800000000001,0.12289800000000001,,0.07852,0.07852,0.07852,0.07852,,0.148705,0.148705,0.148705,0.148705,,0.071031,0.071031,0.071031,0.071031,,0.050441,0.050441,0.050441,,
dr palmer,1,['Person'],['NONE'],['NONE'],['NONE'],0.356144,0.356144,0.356144,0.356144,,['negative'],-0.581432,-0.581432,-0.581432,-0.581432,,0.114888,0.114888,0.114888,0.114888,,0.10369300000000001,0.10369300000000001,0.10369300000000001,0.10369300000000001,,0.4933010000000001,0.4933010000000001,0.4933010000000001,0.4933010000000001,,0.044817,0.044817,0.044817,0.044817,,0.028529000000000002,0.028529000000000002,0.028529000000000002,,
drake,2,['Person'],['NONE'],['NONE'],['NONE'],0.21091999999999997,0.24509499999999998,0.22800749999999997,0.22800749999999997,0.02416537424705027,['positive'],0.459204,0.878541,0.6688725,0.6688725,0.2965160363024233,0.146172,0.156892,0.151532,0.151532,0.007580184694319795,0.047113999999999996,0.119457,0.0832855,0.0832855,0.051154225871378405,0.563658,0.703422,0.63354,0.63354,0.09882807216575662,0.051363,0.10774,0.0795515,0.0795515,0.03986455900295399,0.031693,0.110774,0.0712335,,0.055918711363013365
ds,1,['Company'],['NONE'],['NONE'],['NONE'],0.48619799999999996,0.48619799999999996,0.48619799999999996,0.48619799999999996,,['negative'],-0.449107,-0.449107,-0.449107,-0.449107,,0.263481,0.263481,0.263481,0.263481,,0.088499,0.088499,0.088499,0.088499,,0.05404199999999999,0.05404199999999999,0.05404199999999999,0.05404199999999999,,0.086626,0.086626,0.086626,0.086626,,0.095222,0.095222,0.095222,,
ds advocates,1,['Company'],['NONE'],['NONE'],['NONE'],0.491675,0.491675,0.491675,0.491675,,['neutral'],0.0,0.0,0.0,0.0,,0.19534400000000002,0.19534400000000002,0.19534400000000002,0.19534400000000002,,0.084624,0.084624,0.084624,0.084624,,0.10285599999999999,0.10285599999999999,0.10285599999999999,0.10285599999999999,,0.14641300000000002,0.14641300000000002,0.14641300000000002,0.14641300000000002,,0.10419400000000001,0.10419400000000001,0.10419400000000001,,
dubai,2,['Location'],"['AdministrativeDivision, Kingdom, PlaceWithNeighborhoods, City']",['http://dbpedia.org/resource/Dubai'],['http://en.wikipedia.org/wiki/Dubai'],0.342585,0.421625,0.38210500000000003,0.38210500000000003,0.05588971998498475,['neutral' 'negative'],-0.789876,0.0,-0.394938,-0.394938,0.5585266758965054,0.0,0.555013,0.2775065,0.2775065,0.3924534559466893,0.0,0.075715,0.0378575,0.0378575,0.053538589937539446,0.0,0.040081,0.0200405,0.0200405,0.02834154689673801,0.0,0.378523,0.1892615,0.1892615,0.2676561801350755,0.0,0.099202,0.049601,,0.07014640690726788
dublin,1,['Location'],['City'],['NONE'],['NONE'],0.269862,0.269862,0.269862,0.269862,,['negative'],-0.278298,-0.278298,-0.278298,-0.278298,,0.168201,0.168201,0.168201,0.168201,,0.114255,0.114255,0.114255,0.114255,,0.34939699999999996,0.34939699999999996,0.34939699999999996,0.34939699999999996,,0.065512,0.065512,0.065512,0.065512,,0.072624,0.072624,0.072624,,
dukey,1,['Person'],['NONE'],['NONE'],['NONE'],0.273617,0.273617,0.273617,0.273617,,['neutral'],0.0,0.0,0.0,0.0,,0.30798200000000003,0.30798200000000003,0.30798200000000003,0.30798200000000003,,0.048514,0.048514,0.048514,0.048514,,0.069022,0.069022,0.069022,0.069022,,0.289576,0.289576,0.289576,0.289576,,0.217846,0.217846,0.217846,,
durham,1,['Location'],['City'],"['http://dbpedia.org/resource/Durham,_Oklahoma']","['http://en.wikipedia.org/wiki/Durham,_Oklahoma']",0.26259699999999997,0.26259699999999997,0.26259699999999997,0.26259699999999997,,['neutral'],0.0,0.0,0.0,0.0,,0.133677,0.133677,0.133677,0.133677,,0.079459,0.079459,0.079459,0.079459,,0.11295999999999999,0.11295999999999999,0.11295999999999999,0.11295999999999999,,0.048544,0.048544,0.048544,0.048544,,0.027222000000000003,0.027222000000000003,0.027222000000000003,,
duvall,1,['Person'],['NONE'],['NONE'],['NONE'],0.233663,0.233663,0.233663,0.233663,,['negative'],-0.259746,-0.259746,-0.259746,-0.259746,,0.660803,0.660803,0.660803,0.660803,,0.296248,0.296248,0.296248,0.296248,,0.018906,0.018906,0.018906,0.018906,,0.200619,0.200619,0.200619,0.200619,,0.10423699999999997,0.10423699999999997,0.10423699999999997,,
dylan,1,['Person'],['NONE'],['NONE'],['NONE'],0.49187200000000003,0.49187200000000003,0.49187200000000003,0.49187200000000003,,['negative'],-0.083104,-0.083104,-0.083104,-0.083104,,0.364598,0.364598,0.364598,0.364598,,0.05124,0.05124,0.05124,0.05124,,0.252241,0.252241,0.252241,0.252241,,0.212707,0.212707,0.212707,0.212707,,0.349713,0.349713,0.349713,,
e hub,1,['Company'],['NONE'],['NONE'],['NONE'],0.438278,0.438278,0.438278,0.438278,,['negative'],-0.42324300000000004,-0.42324300000000004,-0.42324300000000004,-0.42324300000000004,,0.263807,0.263807,0.263807,0.263807,,0.287954,0.287954,0.287954,0.287954,,0.33284400000000003,0.33284400000000003,0.33284400000000003,0.33284400000000003,,0.062763,0.062763,0.062763,0.062763,,0.037764,0.037764,0.037764,,
e ou,1,['Company'],['NONE'],['NONE'],['NONE'],0.294165,0.294165,0.294165,0.294165,,['neutral'],0.0,0.0,0.0,0.0,,0.151701,0.151701,0.151701,0.151701,,0.23968699999999998,0.23968699999999998,0.23968699999999998,0.23968699999999998,,0.020945,0.020945,0.020945,0.020945,,0.036294,0.036294,0.036294,0.036294,,0.018935,0.018935,0.018935,,
earnest,1,['Location'],['Country'],['NONE'],['NONE'],0.251229,0.251229,0.251229,0.251229,,['neutral'],0.0,0.0,0.0,0.0,,0.21965900000000002,0.21965900000000002,0.21965900000000002,0.21965900000000002,,0.070521,0.070521,0.070521,0.070521,,0.600934,0.600934,0.600934,0.600934,,0.076985,0.076985,0.076985,0.076985,,0.104902,0.104902,0.104902,,
east africa,7,['Location'],['Region' 'Country'],['NONE'],['NONE'],0.274929,0.9394239999999999,0.4529510000000001,0.495607,0.22339751381785783,['positive' 'negative' 'neutral'],-0.324833,0.6959770000000001,0.21593099999999998,0.18924942857142857,0.340154257908015,0.11377899999999999,0.533959,0.187822,0.26215914285714287,0.14548248643900813,0.038202999999999994,0.12868,0.060096000000000004,0.06611814285714285,0.029986268971139502,0.12378399999999999,0.780393,0.55019,0.5018132857142857,0.24467769064200515,0.018197,0.165159,0.031236,0.06820257142857143,0.059567303726840895,0.04735,0.18417,0.086377,,0.045476543970229204
east african community,7,['Organization'],"['Location, GovernmentalJurisdiction']",['http://dbpedia.org/resource/East_African_Community'],['http://en.wikipedia.org/wiki/East_African_Community'],0.31815,0.656177,0.381255,0.43521842857142856,0.12948521939956076,['neutral' 'negative'],-0.505125,0.0,0.0,-0.07216071428571429,0.19091930442878588,0.21293,0.46857,0.303846,0.33346457142857144,0.11285607400410068,0.020047,0.086963,0.042851,0.054416714285714284,0.025230701038709998,0.275323,0.690567,0.401183,0.42687428571428576,0.1467618482788974,0.046591,0.279096,0.097054,0.14140099999999997,0.10107322821598211,0.013134,0.096312,0.033191000000000005,,0.033891594935702186
east asia,2,['Location'],['Region'],['http://dbpedia.org/resource/East_Asia'],['http://en.wikipedia.org/wiki/East_Asia'],0.30428,0.644174,0.474227,0.474227,0.24034135228462042,['positive'],0.522274,0.718075,0.6201745000000001,0.6201745000000001,0.1384522148631072,0.07018300000000001,0.159802,0.1149925,0.1149925,0.06337020262315719,0.027923000000000003,0.2078,0.11786150000000001,0.11786150000000001,0.12719224647949262,0.501512,0.611975,0.5567435000000001,0.5567435000000001,0.07810913637020966,0.018422,0.08300199999999999,0.05071199999999999,0.05071199999999999,0.04566495592902723,0.009873,0.01962,0.0147465,,0.006892169796225278
east china,1,['Location'],['Country'],['NONE'],['NONE'],0.152901,0.152901,0.152901,0.152901,,['neutral'],0.0,0.0,0.0,0.0,,0.303981,0.303981,0.303981,0.303981,,0.081703,0.081703,0.081703,0.081703,,0.528854,0.528854,0.528854,0.528854,,0.081126,0.081126,0.081126,0.081126,,0.038735000000000006,0.038735000000000006,0.038735000000000006,,
east coast,1,['Location'],['Region'],['NONE'],['NONE'],0.308135,0.308135,0.308135,0.308135,,['neutral'],0.0,0.0,0.0,0.0,,0.307361,0.307361,0.307361,0.307361,,0.043092,0.043092,0.043092,0.043092,,0.51661,0.51661,0.51661,0.51661,,0.051665,0.051665,0.051665,0.051665,,0.117749,0.117749,0.117749,,
eastern africa,3,['Location'],['Region'],['NONE'],['NONE'],0.203888,0.279387,0.24106,0.241445,0.037750972424561456,['negative' 'neutral'],-0.34066799999999997,0.0,0.0,-0.11355599999999999,0.1966847615042914,0.397173,0.443604,0.442697,0.4278246666666667,0.02654899554283238,0.120652,0.303683,0.198956,0.20776366666666665,0.09183282628958629,0.133876,0.278346,0.1544,0.188874,0.07816161290556893,0.080488,0.119923,0.091034,0.09714833333333334,0.02041613602847839,0.0893,0.172499,0.156257,,0.04410048377285673
eastern seaboard,1,['Location'],['Region'],['http://dbpedia.org/resource/East_Coast_of_the_United_States'],['http://en.wikipedia.org/wiki/East_Coast_of_the_United_States'],0.4106800000000001,0.4106800000000001,0.4106800000000001,0.4106800000000001,,['positive'],0.554395,0.554395,0.554395,0.554395,,0.036808999999999995,0.036808999999999995,0.036808999999999995,0.036808999999999995,,0.06883500000000001,0.06883500000000001,0.06883500000000001,0.06883500000000001,,0.667914,0.667914,0.667914,0.667914,,0.015147,0.015147,0.015147,0.015147,,0.02027,0.02027,0.02027,,
economic alliance,2,['Organization'],['NONE'],['NONE'],['NONE'],0.23458600000000002,0.250494,0.24254,0.24254,0.011248654675115582,['positive'],0.10940699999999999,0.65095,0.38017850000000003,0.38017850000000003,0.38292872760410657,0.060432000000000013,0.162182,0.111307,0.111307,0.0719481149857312,0.079621,0.107825,0.093723,0.093723,0.01994323965658539,0.308148,0.6378689999999999,0.47300849999999994,0.47300849999999994,0.23314795499960958,0.026041,0.082035,0.054038,0.054038,0.03959373710575954,0.067299,0.1004,0.0838495,,0.023405941564055913
economic and industrial development,1,['Organization'],['NONE'],['NONE'],['NONE'],0.18653499999999998,0.18653499999999998,0.18653499999999998,0.18653499999999998,,['positive'],0.83624,0.83624,0.83624,0.83624,,0.07082999999999999,0.07082999999999999,0.07082999999999999,0.07082999999999999,,0.066011,0.066011,0.066011,0.066011,,0.098871,0.098871,0.098871,0.098871,,0.12853399999999998,0.12853399999999998,0.12853399999999998,0.12853399999999998,,0.101924,0.101924,0.101924,,
economic community,1,['Organization'],['NONE'],['NONE'],['NONE'],0.628659,0.628659,0.628659,0.628659,,['positive'],0.895841,0.895841,0.895841,0.895841,,0.095634,0.095634,0.095634,0.095634,,0.034552,0.034552,0.034552,0.034552,,0.680312,0.680312,0.680312,0.680312,,0.128192,0.128192,0.128192,0.128192,,0.017953999999999998,0.017953999999999998,0.017953999999999998,,
economic policy,1,['Organization'],['NONE'],['NONE'],['NONE'],0.163445,0.163445,0.163445,0.163445,,['positive'],0.14439100000000002,0.14439100000000002,0.14439100000000002,0.14439100000000002,,0.12068399999999999,0.12068399999999999,0.12068399999999999,0.12068399999999999,,0.135455,0.135455,0.135455,0.135455,,0.071508,0.071508,0.071508,0.071508,,0.03718,0.03718,0.03718,0.03718,,0.268344,0.268344,0.268344,,
economy corporation,1,['Company'],['NONE'],['NONE'],['NONE'],0.551987,0.551987,0.551987,0.551987,,['neutral'],0.0,0.0,0.0,0.0,,0.166431,0.166431,0.166431,0.166431,,0.273978,0.273978,0.273978,0.273978,,0.084839,0.084839,0.084839,0.084839,,0.38235399999999997,0.38235399999999997,0.38235399999999997,0.38235399999999997,,0.12016700000000001,0.12016700000000001,0.12016700000000001,,
ecuador,1,['Location'],"['GovernmentalJurisdiction, Country']",['http://dbpedia.org/resource/Ecuador'],['http://en.wikipedia.org/wiki/Ecuador'],0.15071800000000002,0.15071800000000002,0.15071800000000002,0.15071800000000002,,['neutral'],0.0,0.0,0.0,0.0,,0.1702,0.1702,0.1702,0.1702,,0.021349,0.021349,0.021349,0.021349,,0.331025,0.331025,0.331025,0.331025,,0.065756,0.065756,0.065756,0.065756,,0.12502,0.12502,0.12502,,
ed schultz,1,['Person'],"['FootballPlayer, Journalist, BroadcastArtist, TVActor']",['http://dbpedia.org/resource/Ed_Schultz'],['http://en.wikipedia.org/wiki/Ed_Schultz'],0.303271,0.303271,0.303271,0.303271,,['positive'],0.68286,0.68286,0.68286,0.68286,,0.338133,0.338133,0.338133,0.338133,,0.086191,0.086191,0.086191,0.086191,,0.308521,0.308521,0.308521,0.308521,,0.054196,0.054196,0.054196,0.054196,,0.105467,0.105467,0.105467,,
edinburgh university,1,['Organization'],['University'],['http://dbpedia.org/resource/University_of_Edinburgh'],['http://en.wikipedia.org/wiki/University_of_Edinburgh'],0.194581,0.194581,0.194581,0.194581,,['negative'],-0.34222800000000003,-0.34222800000000003,-0.34222800000000003,-0.34222800000000003,,0.021766999999999998,0.021766999999999998,0.021766999999999998,0.021766999999999998,,0.041283999999999994,0.041283999999999994,0.041283999999999994,0.041283999999999994,,0.12543900000000002,0.12543900000000002,0.12543900000000002,0.12543900000000002,,0.651057,0.651057,0.651057,0.651057,,0.278942,0.278942,0.278942,,
education humanitarian aid,1,['Organization'],['NONE'],['NONE'],['NONE'],0.41388,0.41388,0.41388,0.41388,,['positive'],0.665183,0.665183,0.665183,0.665183,,0.303476,0.303476,0.303476,0.303476,,0.10537300000000001,0.10537300000000001,0.10537300000000001,0.10537300000000001,,0.30562,0.30562,0.30562,0.30562,,0.32157800000000003,0.32157800000000003,0.32157800000000003,0.32157800000000003,,0.030831,0.030831,0.030831,,
eft estates,1,['Company'],['NONE'],['NONE'],['NONE'],0.502955,0.502955,0.502955,0.502955,,['neutral'],0.0,0.0,0.0,0.0,,0.296088,0.296088,0.296088,0.296088,,0.073338,0.073338,0.073338,0.073338,,0.47734399999999994,0.47734399999999994,0.47734399999999994,0.47734399999999994,,0.053551999999999995,0.053551999999999995,0.053551999999999995,0.053551999999999995,,0.004991,0.004991,0.004991,,
egypt,3,['Location'],['Country'],['NONE'],['NONE'],0.260677,0.449877,0.291392,0.333982,0.10153615649117316,['neutral'],0.0,0.0,0.0,0.0,0.0,0.14452,0.31647600000000004,0.171796,0.21093066666666668,0.09241676301046978,0.090042,0.205438,0.09137999999999999,0.12895333333333334,0.06624104269509451,0.150825,0.21288,0.174791,0.17949866666666667,0.03129420633812805,0.074446,0.334629,0.22870100000000002,0.212592,0.13083739252599005,0.09038600000000001,0.293821,0.098906,,0.11507261971613114
ehs,1,['Organization'],"['FieldOfStudy, Degree']",['http://dbpedia.org/resource/High_school'],['http://en.wikipedia.org/wiki/High_school'],0.15237799999999999,0.15237799999999999,0.15237799999999999,0.15237799999999999,,['neutral'],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
eichmann,1,['Person'],['NONE'],['NONE'],['NONE'],0.258698,0.258698,0.258698,0.258698,,['neutral'],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
eisah investments,1,['Company'],['NONE'],['NONE'],['NONE'],0.47040299999999996,0.47040299999999996,0.47040299999999996,0.47040299999999996,,['negative'],-0.481865,-0.481865,-0.481865,-0.481865,,0.211788,0.211788,0.211788,0.211788,,0.030612999999999998,0.030612999999999998,0.030612999999999998,0.030612999999999998,,0.081399,0.081399,0.081399,0.081399,,0.100771,0.100771,0.100771,0.100771,,0.030262,0.030262,0.030262,,
el salvador brazil argentina,1,['Location'],['City'],['NONE'],['NONE'],0.255171,0.255171,0.255171,0.255171,,['neutral'],0.0,0.0,0.0,0.0,,0.354988,0.354988,0.354988,0.354988,,0.23710799999999999,0.23710799999999999,0.23710799999999999,0.23710799999999999,,0.19922,0.19922,0.19922,0.19922,,0.07824600000000001,0.07824600000000001,0.07824600000000001,0.07824600000000001,,0.049453,0.049453,0.049453,,
elijah,1,['Person'],"['ReligiousLeader, Saint']",['http://dbpedia.org/resource/Elijah'],['http://en.wikipedia.org/wiki/Elijah'],0.46824899999999997,0.46824899999999997,0.46824899999999997,0.46824899999999997,,['positive'],0.5227569999999999,0.5227569999999999,0.5227569999999999,0.5227569999999999,,0.29544899999999996,0.29544899999999996,0.29544899999999996,0.29544899999999996,,0.026781,0.026781,0.026781,0.026781,,0.12034700000000001,0.12034700000000001,0.12034700000000001,0.12034700000000001,,0.055841999999999996,0.055841999999999996,0.055841999999999996,0.055841999999999996,,0.031485,0.031485,0.031485,,
ella,1,['Person'],['NONE'],['NONE'],['NONE'],0.336239,0.336239,0.336239,0.336239,,['positive'],0.463704,0.463704,0.463704,0.463704,,0.054734000000000005,0.054734000000000005,0.054734000000000005,0.054734000000000005,,0.09690700000000001,0.09690700000000001,0.09690700000000001,0.09690700000000001,,0.26871,0.26871,0.26871,0.26871,,0.06385,0.06385,0.06385,0.06385,,0.055534,0.055534,0.055534,,
emil,1,['Person'],['NONE'],['NONE'],['NONE'],0.539383,0.539383,0.539383,0.539383,,['positive'],0.4673600000000001,0.4673600000000001,0.4673600000000001,0.4673600000000001,,0.141749,0.141749,0.141749,0.141749,,0.165535,0.165535,0.165535,0.165535,,0.372693,0.372693,0.372693,0.372693,,0.135876,0.135876,0.135876,0.135876,,0.18285,0.18285,0.18285,,
emily,1,['Person'],['NONE'],['NONE'],['NONE'],0.682848,0.682848,0.682848,0.682848,,['neutral'],0.0,0.0,0.0,0.0,,0.145552,0.145552,0.145552,0.145552,,0.204896,0.204896,0.204896,0.204896,,0.274287,0.274287,0.274287,0.274287,,0.246509,0.246509,0.246509,0.246509,,0.235014,0.235014,0.235014,,
emma,1,['Person'],['NONE'],['NONE'],['NONE'],0.357182,0.357182,0.357182,0.357182,,['positive'],0.603779,0.603779,0.603779,0.603779,,0.245164,0.245164,0.245164,0.245164,,0.064584,0.064584,0.064584,0.064584,,0.095937,0.095937,0.095937,0.095937,,0.109859,0.109859,0.109859,0.109859,,0.049512,0.049512,0.049512,,
england,2,['Location'],"['PoliticalDistrict, AdministrativeDivision, GovernmentalJurisdiction, Country']",['http://dbpedia.org/resource/England'],['http://en.wikipedia.org/wiki/England'],0.333973,0.346467,0.34022,0.34022,0.008834592124144728,['positive' 'neutral'],0.0,0.56418,0.28209,0.28209,0.3989355038098264,0.095774,0.188013,0.1418935,0.1418935,0.06522282238986597,0.050401999999999995,0.262248,0.156325,0.156325,0.14979774316724534,0.087502,0.23784299999999997,0.1626725,0.1626725,0.10630714059036672,0.076258,0.33807600000000004,0.20716700000000002,0.20716700000000002,0.18513328323669953,0.025889999999999996,0.11818900000000004,0.07203950000000002,,0.06526524879673719
erebus commission,1,['Organization'],['NONE'],['NONE'],['NONE'],0.925276,0.925276,0.925276,0.925276,,['neutral'],0.0,0.0,0.0,0.0,,0.381236,0.381236,0.381236,0.381236,,0.208729,0.208729,0.208729,0.208729,,0.129098,0.129098,0.129098,0.129098,,0.185804,0.185804,0.185804,0.185804,,0.05595599999999999,0.05595599999999999,0.05595599999999999,,
eric blair,1,['Person'],"['Writer, AwardNominee, AwardWinner, FilmWriter']",['http://dbpedia.org/resource/George_Orwell'],['http://en.wikipedia.org/wiki/George_Orwell'],0.24284099999999997,0.24284099999999997,0.24284099999999997,0.24284099999999997,,['neutral'],0.0,0.0,0.0,0.0,,0.243558,0.243558,0.243558,0.243558,,0.20981799999999998,0.20981799999999998,0.20981799999999998,0.20981799999999998,,0.284727,0.284727,0.284727,0.284727,,0.223327,0.223327,0.223327,0.223327,,0.159377,0.159377,0.159377,,
erna solberg,1,['Person'],['Politician'],['http://dbpedia.org/resource/Erna_Solberg'],['http://en.wikipedia.org/wiki/Erna_Solberg'],0.298775,0.298775,0.298775,0.298775,,['positive'],0.8197639999999999,0.8197639999999999,0.8197639999999999,0.8197639999999999,,0.110775,0.110775,0.110775,0.110775,,0.030918,0.030918,0.030918,0.030918,,0.749854,0.749854,0.749854,0.749854,,0.059939,0.059939,0.059939,0.059939,,0.028276999999999997,0.028276999999999997,0.028276999999999997,,
